neighborhood,year,category,count
Downtown,2016,Skin Care,1
Downtown,2016,Hair Salons,1
Downtown,2016,Hair Removal,1
Downtown,2016,Waxing,1
Downtown,2016,Pretzels,1
Downtown,2016,Banks & Credit Unions,1
Downtown,2016,Financial Services,1
Downtown,2016,Henna Artists,1
Downtown,2016,Delis,2
Downtown,2016,Burgers,2
Downtown,2016,Barbeque,1
Downtown,2016,Local Flavor,5
Downtown,2016,Bubble Tea,1
Downtown,2016,Shaved Ice,1
Downtown,2016,Ice Cream & Frozen Yogurt,2
Downtown,2016,Roofing,1
Downtown,2016,Damage Restoration,1
Downtown,2016,Contractors,1
Downtown,2016,Tex-Mex,1
Downtown,2016,Art Galleries,1
Downtown,2016,Festivals,6
Downtown,2016,Farmers Market,2
Downtown,2016,Gluten-Free,1
Downtown,2016,Trainers,1
Downtown,2016,Fitness & Instruction,1
Downtown,2016,Yoga,1
Downtown,2016,Cycling Classes,1
Downtown,2016,Speakeasies,1
Downtown,2016,Junk Removal & Hauling,1
Downtown,2016,Apartments,1
Downtown,2016,Real Estate,2
Downtown,2016,Steakhouses,4
Downtown,2016,Hotels,2
Downtown,2016,Bike Sharing,1
Downtown,2016,Team Building Activities,1
Downtown,2016,Escape Games,1
Downtown,2016,Donuts,1
Downtown,2016,Public Services & Government,2
Downtown,2016,Landmarks & Historical Buildings,2
Downtown,2016,Float Spa,1
Downtown,2016,Fashion,1
Downtown,2016,Accessories,1
Downtown,2016,Men's Clothing,1
Downtown,2016,Electronics,1
Downtown,2016,IT Services & Computer Repair,1
Downtown,2016,Mobile Phones,1
Downtown,2016,Telecommunications,1
Downtown,2016,Mobile Phone Accessories,1
Downtown,2016,Property Management,1
Downtown,2016,Filipino,1
Downtown,2016,Pan Asian,1
Downtown,2016,Thai,1
Downtown,2016,Cajun/Creole,1
Downtown,2016,Public Art,1
Downtown,2016,Mediterranean,1
Downtown,2016,Greek,1
Downtown,2016,Roadside Assistance,1
Downtown,2016,Towing,1
Downtown,2017,Food Stands,2
Downtown,2017,Restaurants,28
Downtown,2017,Food,14
Downtown,2017,Beer Bar,4
Downtown,2017,Salad,5
Downtown,2017,Burgers,2
Downtown,2017,Bars,14
Downtown,2017,Nightlife,15
Downtown,2017,Beer,1
Downtown,2017,Wine & Spirits,1
Downtown,2017,American (Traditional),3
Downtown,2017,Breakfast & Brunch,3
Downtown,2017,Coffee & Tea,3
Downtown,2017,Cafes,1
Downtown,2017,Hair Salons,5
Downtown,2017,Makeup Artists,1
Downtown,2017,Waxing,1
Downtown,2017,Beauty & Spas,7
Downtown,2017,Hair Removal,1
Downtown,2017,Eyebrow Services,1
Downtown,2017,Tax Services,1
Downtown,2017,Financial Services,2
Downtown,2017,Payroll Services,1
Downtown,2017,Bookkeepers,1
Downtown,2017,Professional Services,1
Downtown,2017,Accountants,1
Downtown,2017,Dance Clubs,1
Downtown,2017,Lounges,2
Downtown,2017,Cocktail Bars,4
Downtown,2017,Mexican,4
Downtown,2017,Tacos,2
Downtown,2017,Pediatric Dentists,1
Downtown,2017,Cosmetic Dentists,1
Downtown,2017,Periodontists,1
Downtown,2017,General Dentistry,1
Downtown,2017,Health & Medical,3
Downtown,2017,Dentists,1
Downtown,2017,Shopping,6
Downtown,2017,Arts & Entertainment,10
Downtown,2017,Art Galleries,2
Downtown,2017,Flowers & Gifts,2
Downtown,2017,Florists,1
Downtown,2017,Floral Designers,1
Downtown,2017,Specialty Schools,1
Downtown,2017,Education,2
Downtown,2017,Event Planning & Services,7
Downtown,2017,Couriers & Delivery Services,1
Downtown,2017,Local Services,3
Downtown,2017,Real Estate,2
Downtown,2017,Home Services,3
Downtown,2017,Apartments,1
Downtown,2017,Arcades,2
Downtown,2017,Bakeries,1
Downtown,2017,Meat Shops,1
Downtown,2017,Cheese Shops,1
Downtown,2017,Specialty Food,3
Downtown,2017,Adult Education,1
Downtown,2017,Vegan,4
Downtown,2017,Local Flavor,3
Downtown,2017,Festivals,4
Downtown,2017,Yelp Events,1
Downtown,2017,Popcorn Shops,1
Downtown,2017,Caterers,1
Downtown,2017,Shared Office Spaces,1
Downtown,2017,Community Service/Non-Profit,2
Downtown,2017,Pizza,4
Downtown,2017,Italian,1
Downtown,2017,Desserts,3
Downtown,2017,American (New),3
Downtown,2017,Steakhouses,1
Downtown,2017,Seafood,2
Downtown,2017,Juice Bars & Smoothies,2
Downtown,2017,Public Services & Government,1
Downtown,2017,Landmarks & Historical Buildings,1
Downtown,2017,Photographers,1
Downtown,2017,Session Photography,1
Downtown,2017,Event Photography,1
Downtown,2017,Pubs,2
Downtown,2017,Active Life,5
Downtown,2017,Massage Therapy,1
Downtown,2017,Escape Games,1
Downtown,2017,Hot Dogs,1
Downtown,2017,Barbers,2
Downtown,2017,Men's Hair Salons,1
Downtown,2017,Asian Fusion,4
Downtown,2017,Buffets,1
Downtown,2017,Sushi Bars,2
Downtown,2017,Barbeque,2
Downtown,2017,Pan Asian,1
Downtown,2017,Cigar Bars,1
Downtown,2017,Venues & Event Spaces,2
Downtown,2017,Acai Bowls,1
Downtown,2017,Organic Stores,1
Downtown,2017,Live/Raw Food,1
Downtown,2017,Vegetarian,2
Downtown,2017,Sandwiches,1
Downtown,2017,Tattoo,1
Downtown,2017,Insurance,1
Downtown,2017,Health Insurance Offices,1
Downtown,2017,Photo Booth Rentals,1
Downtown,2017,Game Truck Rental,1
Downtown,2017,Party Equipment Rentals,1
Downtown,2017,Party & Event Planning,1
Downtown,2017,Hotels,2
Downtown,2017,Hotels & Travel,2
Downtown,2017,Barre Classes,1
Downtown,2017,Fashion,1
Downtown,2017,Fitness & Instruction,2
Downtown,2017,Cardio Classes,1
Downtown,2017,Women's Clothing,1
Downtown,2017,Grocery,2
Downtown,2017,Soup,2
Downtown,2017,Wraps,1
Downtown,2017,Indian,1
Downtown,2017,Thai,1
Downtown,2017,Historical Tours,1
Downtown,2017,Architectural Tours,1
Downtown,2017,Tours,1
Downtown,2017,Axe Throwing,1
Downtown,2017,Recreation Centers,1
Downtown,2017,Performing Arts,2
Downtown,2017,Dance Studios,1
Downtown,2017,Music Venues,1
Downtown,2017,Gift Shops,1
Downtown,2017,Plumbing,1
Downtown,2017,Tapas/Small Plates,1
Downtown,2017,Gastropubs,1
Downtown,2017,Japanese,1
Downtown,2017,Hair Stylists,2
Downtown,2017,Modern European,1
Downtown,2017,Brasseries,1
Downtown,2017,Dive Bars,1
Downtown,2017,Greek,1
Downtown,2017,Cosmetics & Beauty Supply,1
Downtown,2017,Wine Bars,1
Downtown,2017,Speakeasies,1
Downtown,2018,Health & Medical,2
Downtown,2018,Sports Medicine,1
Downtown,2018,Doctors,2
Downtown,2018,Radiologists,1
Downtown,2018,Event Planning & Services,7
Downtown,2018,Venues & Event Spaces,4
Downtown,2018,Indian,1
Downtown,2018,Sandwiches,3
Downtown,2018,Restaurants,19
Downtown,2018,Pizza,3
Downtown,2018,Specialty Food,4
Downtown,2018,Food,18
Downtown,2018,Bars,9
Downtown,2018,Tapas/Small Plates,1
Downtown,2018,Nightlife,10
Downtown,2018,American (New),3
Downtown,2018,Cocktail Bars,3
Downtown,2018,Coffee & Tea,3
Downtown,2018,Real Estate Agents,1
Downtown,2018,Home Services,5
Downtown,2018,Real Estate,3
Downtown,2018,Breakfast & Brunch,1
Downtown,2018,American (Traditional),3
Downtown,2018,Sushi Bars,1
Downtown,2018,Men's Hair Salons,1
Downtown,2018,Beauty & Spas,7
Downtown,2018,Hair Stylists,1
Downtown,2018,Barbers,2
Downtown,2018,Hair Salons,1
Downtown,2018,Barbeque,1
Downtown,2018,Caterers,2
Downtown,2018,Smokehouse,1
Downtown,2018,Local Flavor,2
Downtown,2018,Apartments,2
Downtown,2018,Property Management,1
Downtown,2018,University Housing,1
Downtown,2018,Towing,2
Downtown,2018,Automotive,2
Downtown,2018,Roadside Assistance,1
Downtown,2018,Parks,3
Downtown,2018,Active Life,4
Downtown,2018,Arts & Entertainment,4
Downtown,2018,Wine Tasting Room,1
Downtown,2018,Wineries,1
Downtown,2018,Home & Garden,2
Downtown,2018,Candle Stores,1
Downtown,2018,Perfume,1
Downtown,2018,Shopping,6
Downtown,2018,Cafes,1
Downtown,2018,Ice Cream & Frozen Yogurt,1
Downtown,2018,Parklets,1
Downtown,2018,Laser Hair Removal,1
Downtown,2018,Hair Removal,1
Downtown,2018,Waxing,1
Downtown,2018,Day Spas,1
Downtown,2018,Nail Technicians,1
Downtown,2018,Nail Salons,1
Downtown,2018,Music Venues,1
Downtown,2018,Performing Arts,1
Downtown,2018,Party & Event Planning,2
Downtown,2018,Festivals,2
Downtown,2018,Photo Booth Rentals,1
Downtown,2018,Trainers,1
Downtown,2018,Day Camps,1
Downtown,2018,Fitness & Instruction,1
Downtown,2018,Gyms,1
Downtown,2018,Swimming Lessons/Schools,1
Downtown,2018,Education,1
Downtown,2018,Specialty Schools,1
Downtown,2018,Contractors,1
Downtown,2018,Damage Restoration,1
Downtown,2018,Chimney Sweeps,1
Downtown,2018,Waterproofing,1
Downtown,2018,Decks & Railing,1
Downtown,2018,Fireplace Services,1
Downtown,2018,Fences & Gates,1
Downtown,2018,Lounges,1
Downtown,2018,Whiskey Bars,1
Downtown,2018,Seafood,4
Downtown,2018,Vegan,1
Downtown,2018,Japanese,1
Downtown,2018,Poke,3
Downtown,2018,Gluten-Free,1
Downtown,2018,Cannabis Dispensaries,1
Downtown,2018,Herbal Shops,1
Downtown,2018,Vitamins & Supplements,2
Downtown,2018,Naturopathic/Holistic,1
Downtown,2018,Cosmetics & Beauty Supply,1
Downtown,2018,Juice Bars & Smoothies,1
Downtown,2018,Bubble Tea,1
Downtown,2018,Desserts,2
Downtown,2018,Fast Food,2
Downtown,2018,Burgers,3
Downtown,2018,Museums,1
Downtown,2018,Farmers Market,1
Downtown,2018,Gastropubs,2
Downtown,2018,Pubs,1
Downtown,2018,Beer Bar,2
Downtown,2018,Beer,3
Downtown,2018,Wine & Spirits,3
Downtown,2018,Buffets,1
Downtown,2018,Grocery,1
Downtown,2018,Organic Stores,1
Downtown,2018,Health Markets,1
Downtown,2018,Italian,1
Downtown,2018,Seafood Markets,1
Downtown,2018,Pasta Shops,1
Downtown,2018,Steakhouses,1
Downtown,2018,Hawaiian,1
Downtown,2018,Asian Fusion,1
Downtown,2018,Electricians,1
Downtown,2018,Lighting Fixtures & Equipment,1
Downtown,2018,Mexican,1
Downtown,2018,Tacos,1
Downtown,2018,Salad,1
Downtown,2018,Macarons,1
Downtown,2018,Cooking Classes,1
Downtown,2018,Arts & Crafts,1
Downtown,2018,Bakeries,1
Downtown,2018,Korean,1
Downtown,2018,Tattoo,1
Downtown,2018,Permanent Makeup,1
Downtown,2018,Appliances,1
Downtown,2018,Appliances & Repair,1
Downtown,2018,Local Services,1
Downtown,2018,Used Bookstore,1
Downtown,2018,Brewpubs,1
Downtown,2018,Breweries,1
Downtown,2018,Delis,1
Downtown,2018,Officiants,1
Downtown,2019,Wine Bars,1
Downtown,2019,Bars,9
Downtown,2019,Southern,1
Downtown,2019,Nightlife,11
Downtown,2019,Tapas Bars,1
Downtown,2019,Restaurants,25
Downtown,2019,Breakfast & Brunch,5
Downtown,2019,Hotels,1
Downtown,2019,Event Planning & Services,7
Downtown,2019,Hotels & Travel,1
Downtown,2019,Caterers,3
Downtown,2019,Barbeque,1
Downtown,2019,Specialty Food,3
Downtown,2019,Food Trucks,1
Downtown,2019,Food,19
Downtown,2019,Pets,1
Downtown,2019,Veterinarians,1
Downtown,2019,Pet Services,1
Downtown,2019,Asian Fusion,2
Downtown,2019,Pan Asian,1
Downtown,2019,Poke,1
Downtown,2019,Active Life,7
Downtown,2019,Pilates,3
Downtown,2019,Fitness & Instruction,7
Downtown,2019,Cardio Classes,2
Downtown,2019,Gyms,3
Downtown,2019,New Mexican Cuisine,1
Downtown,2019,Coffee & Tea,6
Downtown,2019,Mexican,5
Downtown,2019,Soul Food,2
Downtown,2019,Comfort Food,1
Downtown,2019,Dance Schools,1
Downtown,2019,Specialty Schools,1
Downtown,2019,Dance Studios,1
Downtown,2019,Yoga,2
Downtown,2019,Education,1
Downtown,2019,Vegetarian,1
Downtown,2019,American (New),5
Downtown,2019,Vegan,1
Downtown,2019,Tex-Mex,1
Downtown,2019,Tacos,2
Downtown,2019,Ice Cream & Frozen Yogurt,2
Downtown,2019,Desserts,2
Downtown,2019,Cigar Bars,1
Downtown,2019,Bakeries,4
Downtown,2019,Tea Rooms,1
Downtown,2019,Bubble Tea,1
Downtown,2019,Trainers,2
Downtown,2019,Automotive,1
Downtown,2019,Auto Upholstery,1
Downtown,2019,Car Wash,1
Downtown,2019,Auto Detailing,1
Downtown,2019,Carpet Cleaning,1
Downtown,2019,Local Services,5
Downtown,2019,Wheel & Rim Repair,1
Downtown,2019,Blow Dry/Out Services,1
Downtown,2019,Beauty & Spas,3
Downtown,2019,Hair Stylists,1
Downtown,2019,Hair Extensions,1
Downtown,2019,Hair Salons,1
Downtown,2019,American (Traditional),5
Downtown,2019,Cafes,3
Downtown,2019,Coffee Roasteries,2
Downtown,2019,Venues & Event Spaces,3
Downtown,2019,Sports Bars,2
Downtown,2019,Beer Bar,1
Downtown,2019,Barre Classes,1
Downtown,2019,Chocolatiers & Shops,1
Downtown,2019,Candy Stores,1
Downtown,2019,Session Photography,1
Downtown,2019,Event Photography,1
Downtown,2019,Photographers,1
Downtown,2019,Real Estate,2
Downtown,2019,Home Services,4
Downtown,2019,Real Estate Services,1
Downtown,2019,Real Estate Photography,1
Downtown,2019,Brewpubs,2
Downtown,2019,Breweries,2
Downtown,2019,Gastropubs,1
Downtown,2019,Beer Gardens,1
Downtown,2019,Donuts,1
Downtown,2019,Arts & Entertainment,2
Downtown,2019,Arcades,1
Downtown,2019,Cocktail Bars,2
Downtown,2019,Skin Care,1
Downtown,2019,Waxing,1
Downtown,2019,Health & Medical,3
Downtown,2019,Medical Spas,1
Downtown,2019,Hair Removal,1
Downtown,2019,Pizza,3
Downtown,2019,Chicken Wings,1
Downtown,2019,Dry Cleaning,1
Downtown,2019,Laundry Services,1
Downtown,2019,Sewing & Alterations,1
Downtown,2019,Movers,2
Downtown,2019,Museums,1
Downtown,2019,Community Service/Non-Profit,1
Downtown,2019,Public Services & Government,1
Downtown,2019,Libraries,1
Downtown,2019,Seafood,1
Downtown,2019,Patisserie/Cake Shop,1
Downtown,2019,Packing Services,1
Downtown,2019,Self Storage,1
Downtown,2019,Electronics Repair,1
Downtown,2019,Mobile Phones,1
Downtown,2019,Shopping,2
Downtown,2019,Mobile Phone Repair,1
Downtown,2019,IT Services & Computer Repair,1
Downtown,2019,Convenience Stores,1
Downtown,2019,Cosmetics & Beauty Supply,1
Downtown,2019,Pharmacy,1
Downtown,2019,Drugstores,1
Downtown,2019,Apartments,1
Downtown,2019,Ramen,1
Downtown,2019,Japanese,1
Downtown,2019,Burgers,1
Downtown,2019,Comedy Clubs,1
Downtown,2019,Food Delivery Services,2
Downtown,2019,Boot Camps,1
Downtown,2019,Health Markets,1
Downtown,2019,Juice Bars & Smoothies,1
Downtown,2019,Sandwiches,1
Downtown,2020,Soup,1
Downtown,2020,Falafel,1
Downtown,2020,Restaurants,16
Downtown,2020,Mediterranean,1
Downtown,2020,Middle Eastern,1
Downtown,2020,Gluten-Free,1
Downtown,2020,Event Planning & Services,3
Downtown,2020,Vegetarian,1
Downtown,2020,Sandwiches,3
Downtown,2020,Caterers,1
Downtown,2020,Salad,4
Downtown,2020,Food,13
Downtown,2020,Burgers,1
Downtown,2020,Food Delivery Services,1
Downtown,2020,Hair Salons,1
Downtown,2020,Men's Hair Salons,1
Downtown,2020,Beauty & Spas,3
Downtown,2020,Barbers,2
Downtown,2020,Tacos,1
Downtown,2020,Mexican,1
Downtown,2020,Juice Bars & Smoothies,1
Downtown,2020,Specialty Food,2
Downtown,2020,Fruits & Veggies,1
Downtown,2020,International Grocery,1
Downtown,2020,Farmers Market,1
Downtown,2020,Grocery,2
Downtown,2020,Coffee & Tea,1
Downtown,2020,Health & Medical,3
Downtown,2020,Diagnostic Services,1
Downtown,2020,Laboratory Testing,1
Downtown,2020,Customized Merchandise,1
Downtown,2020,Shopping,4
Downtown,2020,Local Services,2
Downtown,2020,Sewing & Alterations,1
Downtown,2020,Beer Bar,1
Downtown,2020,Bars,4
Downtown,2020,Nightlife,4
Downtown,2020,Breweries,1
Downtown,2020,Chocolatiers & Shops,1
Downtown,2020,Pop-Up Restaurants,1
Downtown,2020,Candy Stores,1
Downtown,2020,Window Washing,1
Downtown,2020,Office Cleaning,1
Downtown,2020,Professional Services,1
Downtown,2020,Pressure Washers,1
Downtown,2020,Carpet Cleaning,1
Downtown,2020,Home Cleaning,1
Downtown,2020,Home Organization,1
Downtown,2020,Home Services,1
Downtown,2020,Sushi Bars,3
Downtown,2020,Japanese,3
Downtown,2020,Ramen,1
Downtown,2020,Izakaya,1
Downtown,2020,Asian Fusion,1
Downtown,2020,Beer,2
Downtown,2020,Wine & Spirits,2
Downtown,2020,Bubble Tea,2
Downtown,2020,Noodles,1
Downtown,2020,Teppanyaki,1
Downtown,2020,Poke,1
Downtown,2020,Steakhouses,1
Downtown,2020,Skin Care,1
Downtown,2020,Medical Spas,1
Downtown,2020,Makeup Artists,1
Downtown,2020,Pizza,3
Downtown,2020,Italian,2
Downtown,2020,Bakeries,2
Downtown,2020,Patisserie/Cake Shop,1
Downtown,2020,Acupuncture,1
Downtown,2020,Physical Therapy,1
Downtown,2020,Chiropractors,1
Downtown,2020,Hotels & Travel,2
Downtown,2020,Hotels,2
Downtown,2020,Venues & Event Spaces,1
Downtown,2020,Windshield Installation & Repair,1
Downtown,2020,Auto Detailing,1
Downtown,2020,Body Shops,1
Downtown,2020,Automotive,1
Downtown,2020,Fish & Chips,1
Downtown,2020,Seafood,1
Downtown,2020,Creperies,1
Downtown,2020,Desserts,2
Downtown,2020,Cocktail Bars,2
Downtown,2020,Gastropubs,1
Downtown,2020,Champagne Bars,1
Downtown,2020,Breakfast & Brunch,1
Downtown,2020,Distilleries,1
Downtown,2020,Discount Store,1
Downtown,2020,Convenience Stores,1
Downtown,2020,Public Markets,1
Downtown,2020,Food Stands,1
Downtown,2020,Arts & Entertainment,1
Downtown,2020,Art Galleries,1
Downtown,2020,Jewelry,1
Downtown,2020,Home & Garden,1
Downtown,2020,Home Decor,1
Downtown,2020,Flowers & Gifts,1
Downtown,2020,Leather Goods,1
Downtown,2020,Accessories,1
Downtown,2020,Gift Shops,1
Downtown,2020,Fashion,1
Downtown,2020,Lounges,1
Downtown,2020,Whiskey Bars,1
Downtown,2020,Wine Bars,1
Downtown,2021,Gastropubs,1
Downtown,2021,Nightlife,14
Downtown,2021,Restaurants,43
Downtown,2021,Thai,1
Downtown,2021,Bars,13
Downtown,2021,Cocktail Bars,9
Downtown,2021,Coffee & Tea,5
Downtown,2021,Breakfast & Brunch,8
Downtown,2021,Food,23
Downtown,2021,Bakeries,3
Downtown,2021,Southern,1
Downtown,2021,Waffles,1
Downtown,2021,Soul Food,1
Downtown,2021,Bowling,1
Downtown,2021,Arcades,2
Downtown,2021,Arts & Entertainment,5
Downtown,2021,Active Life,2
Downtown,2021,Vegetarian,2
Downtown,2021,Wraps,2
Downtown,2021,Salad,3
Downtown,2021,Food Trucks,1
Downtown,2021,Donuts,2
Downtown,2021,Chicken Wings,4
Downtown,2021,Food Delivery Services,2
Downtown,2021,Burgers,7
Downtown,2021,Indian,2
Downtown,2021,Desserts,5
Downtown,2021,American (Traditional),4
Downtown,2021,British,1
Downtown,2021,Seafood,6
Downtown,2021,Notaries,1
Downtown,2021,Local Services,1
Downtown,2021,Distilleries,1
Downtown,2021,Beer Bar,1
Downtown,2021,Wine Bars,1
Downtown,2021,Event Planning & Services,5
Downtown,2021,Sandwiches,10
Downtown,2021,Hardware Stores,1
Downtown,2021,Home & Garden,1
Downtown,2021,Shopping,5
Downtown,2021,Pizza,3
Downtown,2021,Venues & Event Spaces,1
Downtown,2021,Seafood Markets,1
Downtown,2021,Specialty Food,2
Downtown,2021,Bubble Tea,2
Downtown,2021,Asian Fusion,3
Downtown,2021,Korean,1
Downtown,2021,Mexican,2
Downtown,2021,Tacos,2
Downtown,2021,Pakistani,1
Downtown,2021,Halal,1
Downtown,2021,Hot Dogs,2
Downtown,2021,Sports Bars,2
Downtown,2021,Chocolatiers & Shops,1
Downtown,2021,Brazilian,1
Downtown,2021,Bagels,1
Downtown,2021,Venezuelan,2
Downtown,2021,Latin American,2
Downtown,2021,Juice Bars & Smoothies,2
Downtown,2021,Greek,1
Downtown,2021,Soup,1
Downtown,2021,Caterers,2
Downtown,2021,Hotels & Travel,1
Downtown,2021,Hotels,1
Downtown,2021,Cinema,1
Downtown,2021,Brewpubs,2
Downtown,2021,American (New),4
Downtown,2021,Breweries,2
Downtown,2021,Fitness & Instruction,1
Downtown,2021,Yoga,1
Downtown,2021,Boot Camps,1
Downtown,2021,Coffee Roasteries,1
Downtown,2021,Sushi Bars,1
Downtown,2021,Dim Sum,1
Downtown,2021,Noodles,1
Downtown,2021,Chinese,1
Downtown,2021,Pan Asian,1
Downtown,2021,Ramen,1
Downtown,2021,Japanese,1
Downtown,2021,Women's Clothing,2
Downtown,2021,Men's Clothing,2
Downtown,2021,Accessories,1
Downtown,2021,Fashion,2
Downtown,2021,Steakhouses,1
Downtown,2021,Beer,1
Downtown,2021,Wine & Spirits,1
Downtown,2021,Day Spas,1
Downtown,2021,Massage,1
Downtown,2021,Beauty & Spas,2
Downtown,2021,Skin Care,1
Downtown,2021,Peruvian,1
Downtown,2021,Food Court,1
Downtown,2021,Personal Chefs,1
Downtown,2021,Gluten-Free,1
Downtown,2021,Poke,2
Downtown,2021,Music Venues,1
Downtown,2021,Public Markets,1
Downtown,2021,Nail Salons,1
Downtown,2021,Eyelash Service,1
Downtown,2021,Hair Removal,1
Downtown,2021,Nail Technicians,1
Downtown,2021,Waxing,1
